dt,city_name,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,rain_1h,clouds_all,weather_description,date,hour,normal,economic_schedule,self-consumption,injection,rain,sealevel_pressure,surface_pressure,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation,shortwave_radiation_instant,direct_radiation_instant,diffuse_radiation_instant,direct_normal_irradiance_instant,terrestrial_radiation_instant,sunshine_duration
1640052000,local,12.37,12.06,11.45,12.79,1016,,,92,3.33,1.26,100,moderate rain,2021-12-21,2,0.0,0.384,0.0,None,2.6,1015.7,992.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640055600,local,12.35,12.07,11.77,12.37,1016,,,93,2.69,0.73,100,light rain,2021-12-21,3,0.0,0.39,0.0,None,1.9,1016.0,992.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640059200,local,12.93,12.71,11.77,13.72,1016,,,93,2.48,0.35,100,light rain,2021-12-21,4,0.0,0.55,0.0,None,0.7,1015.4,992.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640062800,local,13.77,13.6,11.45,14.72,1015,,,92,3.23,0.31,99,light rain,2021-12-21,5,0.0,0.395,0.0,None,0.0,1015.4,992.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640066400,local,13.16,12.91,11.45,13.72,1015,,,91,2.73,0.29,97,light rain,2021-12-21,6,0.0,0.389,0.0,None,0.0,1015.0,991.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640070000,local,13.19,12.94,11.45,13.72,1015,,,91,2.98,,100,overcast clouds,2021-12-21,7,0.0,0.884,0.0,None,0.3,1014.9,991.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640073600,local,13.19,12.91,12.01,13.72,1015,,,90,4.2,,100,overcast clouds,2021-12-21,8,0.269,0.0,0.132,None,0.0,1015.3,992.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640077200,local,13.7,13.42,12.32,14.72,1015,,,88,4.35,,100,overcast clouds,2021-12-21,9,0.0,0.0,0.337,Medium,0.0,1015.5,992.4,26.0,4.0,22.0,35.8,104.1,52.8,8.1,44.7,54.3,211.5,0.0
1640080800,local,15.18,14.87,14.79,15.72,1015,,,81,3.92,,99,overcast clouds,2021-12-21,10,0.0,0.0,0.341,High,0.0,1015.4,992.4,85.0,5.0,80.0,23.1,305.6,109.0,6.4,102.6,23.1,391.9,0.0
1640084400,local,16.25,15.97,15.1,16.78,1014,,,78,4.53,,86,overcast clouds,2021-12-21,11,0.0,0.0,0.355,High,0.0,1015.2,992.3,198.0,55.0,143.0,168.7,460.8,223.5,62.1,161.4,168.7,520.3,3260.21
1640088000,local,17.98,17.69,17.57,18.72,1014,,,71,5.13,,96,overcast clouds,2021-12-21,12,0.15,0.0,0.573,Medium,0.0,1014.1,991.4,296.0,145.0,151.0,366.4,559.3,311.1,152.4,158.7,366.4,587.8,3600.0
1640091600,local,18.54,18.3,17.01,19.72,1013,,,71,5.21,,97,overcast clouds,2021-12-21,13,0.037,0.0,0.31,Medium,0.0,1013.5,990.8,318.0,156.0,162.0,371.0,594.4,315.6,154.8,160.8,371.0,589.9,3600.0
1640095200,local,17.95,17.71,17.01,18.72,1013,,,73,4.89,,99,overcast clouds,2021-12-21,14,0.03,0.0,0.305,Low,0.0,1012.6,990.0,280.0,128.0,152.0,321.0,563.5,261.6,119.6,142.0,321.0,526.4,3600.0
1640098800,local,18.0,17.76,17.01,19.72,1012,,,73,5.03,,100,overcast clouds,2021-12-21,15,0.18,0.0,0.155,None,0.0,1012.5,989.9,256.0,161.0,95.0,485.3,468.9,219.3,137.9,81.4,485.3,401.7,3600.0
1640102400,local,17.94,17.72,16.45,18.72,1012,,,74,4.43,,100,overcast clouds,2021-12-21,16,0.407,0.0,0.011,None,0.0,1012.7,990.0,131.0,59.0,72.0,263.1,316.9,92.7,41.7,50.9,263.1,224.2,3600.0
1640106000,local,17.42,17.1,16.77,17.72,1013,,,72,3.79,,91,overcast clouds,2021-12-21,17,0.755,0.0,0.0,None,0.0,1012.9,990.1,26.0,9.0,17.0,77.3,118.0,1.3,0.5,0.9,5.3,6.1,299.26
1640109600,local,17.25,16.94,15.9,17.72,1013,,,73,3.52,,62,broken clouds,2021-12-21,18,0.6,0.0,0.0,None,3.4,1013.0,990.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640113200,local,17.07,16.79,16.21,17.72,1013,,,75,3.5,,41,scattered clouds,2021-12-21,19,0.818,0.0,0.0,None,0.0,1013.2,990.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640116800,local,16.78,16.42,15.57,16.82,1013,,,73,3.68,,59,broken clouds,2021-12-21,20,0.995,0.0,0.0,None,0.0,1013.3,990.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640120400,local,15.51,15.1,15.1,15.9,1014,,,76,3.47,0.16,74,light rain,2021-12-21,21,0.721,0.0,0.0,None,0.2,1013.5,990.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640124000,local,16.2,15.86,15.1,16.26,1013,,,76,3.34,,81,broken clouds,2021-12-21,22,0.0,0.593,0.0,None,0.0,1013.5,990.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640127600,local,16.2,15.83,15.1,16.26,1013,,,75,2.84,0.17,70,light rain,2021-12-21,23,0.0,0.998,0.0,None,0.0,1013.4,990.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640131200,local,16.22,15.83,14.54,16.72,1013,,,74,2.74,0.18,63,light rain,2021-12-22,0,0.0,1.297,0.0,None,0.0,1013.3,990.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640134800,local,15.21,14.85,14.45,15.72,1013,,,79,2.38,0.16,58,light rain,2021-12-22,1,0.0,0.365,0.0,None,0.0,1013.4,990.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640138400,local,15.03,14.65,13.43,15.34,1014,,,79,2.11,0.11,72,light rain,2021-12-22,2,0.0,0.372,0.0,None,0.0,1013.6,990.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640142000,local,14.59,14.3,14.45,14.79,1014,,,84,1.97,,89,overcast clouds,2021-12-22,3,0.0,0.353,0.0,None,0.0,1014.1,991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640145600,local,14.59,14.32,14.23,14.72,1014,,,85,2.35,0.15,80,light rain,2021-12-22,4,0.0,0.301,0.0,None,0.0,1014.6,991.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640149200,local,14.05,13.86,13.34,14.72,1014,,,90,2.87,0.14,59,light rain,2021-12-22,5,0.0,0.437,0.0,None,0.1,1014.7,991.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640152800,local,13.47,13.27,12.88,13.72,1014,,,92,3.05,,46,scattered clouds,2021-12-22,6,0.0,0.321,0.0,None,0.0,1014.8,991.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640156400,local,12.95,12.7,12.32,13.72,1015,,,92,2.9,,34,scattered clouds,2021-12-22,7,0.0,1.026,0.0,None,0.0,1015.0,991.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640160000,local,12.44,12.12,12.32,13.72,1015,,,91,3.01,,38,scattered clouds,2021-12-22,8,0.526,0.0,0.108,None,0.0,1015.4,992.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640163600,local,12.95,12.7,11.77,14.0,1016,,,92,3.16,,40,scattered clouds,2021-12-22,9,0.0,0.0,0.287,Medium,0.0,1015.8,992.7,27.0,5.0,22.0,45.0,102.3,55.4,10.3,45.1,69.1,209.9,0.0
1640167200,local,14.07,13.78,13.43,15.11,1016,,,86,3.94,,59,broken clouds,2021-12-22,10,0.0,0.0,0.278,High,0.0,1016.3,993.2,115.0,47.0,68.0,218.4,304.1,147.7,60.4,87.4,218.4,390.7,3600.0
1640170800,local,14.73,14.37,14.59,16.72,1016,,,81,3.98,,35,scattered clouds,2021-12-22,11,0.0,0.0,0.276,High,0.1,1016.6,993.6,221.0,124.0,97.0,381.1,459.9,249.7,140.1,109.6,381.1,519.6,3600.0
1640174400,local,15.76,15.32,15.66,16.78,1016,,,74,5.69,,52,broken clouds,2021-12-22,12,0.0,0.0,0.282,Medium,0.1,1016.0,993.1,323.0,212.0,111.0,536.2,558.9,339.6,222.9,116.7,536.2,587.6,3600.0
1640178000,local,16.37,15.94,15.9,17.72,1015,,,72,5.44,,49,scattered clouds,2021-12-22,13,0.102,0.0,0.18,Medium,0.0,1015.3,992.4,286.0,173.0,113.0,411.3,594.5,284.0,171.8,112.2,411.3,590.3,3600.0
1640181600,local,16.37,15.92,15.9,17.72,1015,,,71,5.2,,54,broken clouds,2021-12-22,14,0.304,0.0,0.133,None,0.0,1014.9,992.1,266.0,170.0,96.0,425.9,564.2,248.6,158.9,89.7,425.9,527.4,3600.0
1640185200,local,16.35,15.95,15.9,17.72,1014,,,73,4.05,,68,broken clouds,2021-12-22,15,0.649,0.0,0.074,None,0.0,1014.3,991.5,224.0,147.0,77.0,442.0,470.1,192.1,126.1,66.0,442.0,403.1,3600.0
1640188800,local,16.29,15.88,15.9,16.78,1014,,,73,3.78,,66,broken clouds,2021-12-22,16,0.697,0.0,0.01,None,0.0,1014.2,991.4,154.0,92.0,62.0,408.2,318.6,109.3,65.3,44.0,408.2,226.0,3600.0
1640192400,local,15.75,15.37,15.34,16.78,1014,,,76,3.42,,94,overcast clouds,2021-12-22,17,0.348,0.0,0.0,None,0.0,1014.1,991.1,47.0,23.0,24.0,196.5,120.0,3.2,1.6,1.6,18.0,8.2,2105.6
1640196000,local,15.51,15.1,14.79,15.72,1014,,,76,3.33,,99,overcast clouds,2021-12-22,18,0.358,0.0,0.0,None,0.0,1014.4,991.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640199600,local,15.36,14.91,14.54,15.72,1014,,,75,3.54,,100,overcast clouds,2021-12-22,19,0.343,0.0,0.0,None,0.0,1014.3,991.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640203200,local,15.36,14.88,14.54,15.72,1015,,,74,3.99,,100,overcast clouds,2021-12-22,20,0.728,0.0,0.0,None,0.0,1014.4,991.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640206800,local,16.04,15.66,14.54,16.72,1014,,,75,3.97,,100,overcast clouds,2021-12-22,21,0.903,0.0,0.0,None,0.0,1014.4,991.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640210400,local,15.18,14.76,14.79,16.12,1014,,,77,5.37,,100,overcast clouds,2021-12-22,22,0.0,0.83,0.0,None,0.0,1014.4,991.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640214000,local,15.11,14.74,13.34,15.15,1014,,,79,5.68,0.12,100,light rain,2021-12-22,23,0.0,0.626,0.0,None,0.0,1014.1,991.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640217600,local,14.55,14.33,13.34,14.79,1014,,,87,5.55,1.32,100,moderate rain,2021-12-23,0,0.0,0.558,0.0,None,0.1,1014.5,991.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640221200,local,14.05,13.86,13.43,14.79,1014,,,90,5.38,1.89,100,moderate rain,2021-12-23,1,0.0,0.287,0.0,None,0.4,1014.3,991.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640224800,local,14.06,13.92,13.43,14.79,1014,,,92,5.14,1.7,100,moderate rain,2021-12-23,2,0.0,0.288,0.0,None,0.8,1013.8,990.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640228400,local,14.12,14.02,13.99,15.72,1014,,,93,4.65,2.12,100,moderate rain,2021-12-23,3,0.0,0.351,0.0,None,1.8,1014.1,991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640232000,local,14.07,13.96,13.9,14.79,1014,,,93,3.96,2.48,100,moderate rain,2021-12-23,4,0.0,0.299,0.0,None,1.9,1013.7,990.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640235600,local,14.51,14.44,13.43,14.79,1014,,,93,3.09,2.38,100,moderate rain,2021-12-23,5,0.0,0.301,0.0,None,2.9,1013.5,990.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640239200,local,14.0,13.88,13.34,14.79,1014,,,93,2.6,2.31,100,moderate rain,2021-12-23,6,0.0,0.696,0.0,None,3.7,1013.5,990.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640242800,local,14.0,13.88,13.34,14.79,1014,,,93,2.39,0.7,100,light rain,2021-12-23,7,0.0,0.865,0.0,None,0.8,1013.6,990.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640246400,local,13.98,13.89,12.88,14.04,1014,,,94,2.27,0.28,100,light rain,2021-12-23,8,0.622,0.0,0.001,None,0.5,1013.9,990.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640250000,local,13.98,13.89,12.88,14.04,1015,,,94,2.16,0.2,100,light rain,2021-12-23,9,0.333,0.0,0.024,None,0.2,1014.1,991.0,4.0,0.0,4.0,0.0,100.6,8.3,0.0,8.3,0.0,208.3,0.0
1640253600,local,13.98,13.89,12.88,14.04,1015,,,94,2.61,0.15,100,light rain,2021-12-23,10,0.182,0.0,0.117,Low,0.3,1014.8,991.7,28.0,0.0,28.0,0.0,302.8,36.0,0.0,36.0,0.0,389.6,0.0
1640257200,local,14.01,13.92,13.43,14.23,1015,,,94,2.63,0.14,95,light rain,2021-12-23,11,0.074,0.0,0.386,Medium,0.3,1015.0,992.0,90.0,3.0,87.0,9.2,459.1,101.8,3.4,98.4,9.2,519.0,0.0
1640260800,local,14.59,14.56,14.0,14.72,1014,,,94,3.28,0.46,91,light rain,2021-12-23,12,0.071,0.0,0.332,Medium,0.1,1015.0,992.0,90.0,0.0,90.0,0.0,558.6,94.7,0.0,94.7,0.0,587.6,0.0
1640264400,local,14.6,14.57,14.54,15.01,1014,,,94,3.65,0.21,49,light rain,2021-12-23,13,0.121,0.0,0.203,None,0.0,1014.0,991.1,171.0,26.0,145.0,61.8,594.8,169.9,25.8,144.0,61.8,590.9,53.85
1640268000,local,15.13,15.13,14.23,15.66,1013,,,93,3.33,0.22,89,light rain,2021-12-23,14,0.138,0.0,0.213,None,0.1,1013.0,990.1,207.0,75.0,132.0,187.6,565.1,193.6,70.1,123.5,187.6,528.5,3600.0
1640271600,local,14.6,14.52,14.23,15.01,1013,,,92,3.42,0.17,61,light rain,2021-12-23,15,0.577,0.0,0.097,None,0.1,1013.1,990.2,202.0,104.0,98.0,311.8,471.5,173.4,89.3,84.1,311.8,404.7,3600.0
1640275200,local,14.56,14.42,13.72,15.1,1013,,,90,3.44,0.16,72,light rain,2021-12-23,16,0.477,0.0,0.037,None,0.2,1013.0,990.1,126.0,47.0,79.0,207.4,320.4,89.7,33.5,56.2,207.4,228.0,3600.0
1640278800,local,14.03,13.79,13.34,14.54,1013,,,88,2.62,0.11,92,light rain,2021-12-23,17,0.751,0.0,0.001,None,0.1,1013.2,990.1,35.0,5.0,30.0,42.5,122.1,3.0,0.4,2.6,4.9,10.4,0.0
1640282400,local,12.99,12.64,12.57,13.72,1013,,,88,2.85,,67,broken clouds,2021-12-23,18,0.998,0.0,0.0,None,0.3,1013.6,990.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640286000,local,12.97,12.62,12.23,13.72,1014,,,88,3.93,,68,broken clouds,2021-12-23,19,0.599,0.0,0.0,None,0.0,1013.6,990.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640289600,local,12.91,12.58,12.32,12.93,1014,,,89,4.46,,60,broken clouds,2021-12-23,20,0.813,0.0,0.0,None,0.0,1013.7,990.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640293200,local,12.44,12.12,12.32,13.72,1013,,,91,4.59,,57,broken clouds,2021-12-23,21,0.564,0.0,0.0,None,0.5,1013.7,990.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640296800,local,12.9,12.54,12.23,12.93,1014,,,88,5.0,,93,overcast clouds,2021-12-23,22,0.0,0.951,0.0,None,0.1,1013.3,990.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640300400,local,11.92,11.49,11.77,13.72,1013,,,89,4.74,,100,overcast clouds,2021-12-23,23,0.0,0.992,0.0,None,0.1,1013.1,989.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640304000,local,11.87,11.44,11.77,12.89,1012,,,89,4.44,,100,overcast clouds,2021-12-24,0,0.0,0.544,0.0,None,0.1,1012.6,989.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640307600,local,12.4,11.92,11.21,13.72,1012,,,85,4.69,0.16,99,light rain,2021-12-24,1,0.0,0.374,0.0,None,0.0,1011.9,988.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640311200,local,12.35,11.81,11.77,12.37,1011,,,83,4.9,0.28,100,light rain,2021-12-24,2,0.0,0.319,0.0,None,0.0,1011.2,988.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640314800,local,12.37,11.86,11.77,12.72,1011,,,84,5.22,0.37,100,light rain,2021-12-24,3,0.0,0.321,0.0,None,0.0,1010.7,987.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640318400,local,12.37,11.86,11.77,12.79,1010,,,84,5.24,0.35,100,light rain,2021-12-24,4,0.0,0.304,0.0,None,0.1,1010.1,987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640322000,local,12.42,11.96,11.77,13.72,1010,,,86,5.32,0.54,100,light rain,2021-12-24,5,0.0,0.307,0.0,None,0.5,1010.1,987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640325600,local,12.37,11.91,12.32,12.79,1009,,,86,5.66,0.56,100,light rain,2021-12-24,6,0.0,0.314,0.0,None,0.9,1009.9,986.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640329200,local,12.37,11.96,12.01,12.79,1009,,,88,5.7,1.36,100,moderate rain,2021-12-24,7,0.0,0.322,0.0,None,2.1,1009.7,986.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640332800,local,11.88,11.5,11.82,12.79,1009,,,91,5.52,1.47,100,moderate rain,2021-12-24,8,0.814,0.0,0.004,None,2.2,1009.9,986.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640336400,local,11.92,11.54,11.77,13.72,1009,,,91,5.36,1.51,100,moderate rain,2021-12-24,9,0.755,0.0,0.04,None,1.1,1009.6,986.5,3.0,0.0,3.0,0.0,99.0,6.3,0.0,6.3,0.0,207.0,0.0
1640340000,local,12.4,12.05,12.32,13.44,1009,,,90,5.25,1.07,100,moderate rain,2021-12-24,10,1.676,0.0,0.213,None,0.9,1009.6,986.5,20.0,0.0,20.0,0.0,301.7,25.8,0.0,25.8,0.0,388.7,0.0
1640343600,local,12.46,12.16,12.37,13.72,1008,,,92,5.32,0.72,99,light rain,2021-12-24,11,0.784,0.0,0.275,None,1.3,1009.5,986.4,7.0,0.0,7.0,0.0,458.4,7.9,0.0,7.9,0.0,518.6,0.0
1640347200,local,12.93,12.63,12.79,13.12,1008,,,90,5.22,0.74,98,light rain,2021-12-24,12,0.225,0.0,0.178,None,1.6,1007.9,984.9,63.0,0.0,63.0,0.0,558.5,66.3,0.0,66.3,0.0,587.8,0.0
1640350800,local,12.97,12.67,12.88,13.9,1007,,,90,5.0,0.69,90,light rain,2021-12-24,13,1.172,0.0,0.08,None,2.9,1006.9,984.0,92.0,4.0,88.0,9.5,595.3,91.4,4.0,87.5,9.5,591.6,0.0
1640354400,local,12.99,12.67,12.93,14.0,1006,,,89,5.08,1.13,98,moderate rain,2021-12-24,14,0.823,0.0,0.052,None,1.8,1006.2,983.2,38.0,0.0,38.0,0.0,566.1,35.6,0.0,35.6,0.0,529.8,0.0
1640358000,local,12.92,12.59,12.57,12.93,1006,,,89,5.54,1.51,100,moderate rain,2021-12-24,15,0.673,0.0,0.021,None,1.1,1005.8,982.8,49.0,0.0,49.0,0.0,473.0,42.1,0.0,42.1,0.0,406.5,0.0
1640361600,local,12.45,12.13,12.01,13.72,1006,,,91,5.32,1.38,100,moderate rain,2021-12-24,16,1.69,0.0,0.029,None,2.4,1005.8,982.8,61.0,6.0,55.0,26.3,322.3,43.6,4.3,39.3,26.3,230.1,0.0
1640365200,local,12.37,12.06,11.45,12.37,1005,,,92,4.82,1.22,100,moderate rain,2021-12-24,17,1.546,0.0,0.0,None,0.4,1005.8,982.8,19.0,1.0,18.0,8.4,124.3,1.9,0.1,1.8,1.2,12.8,0.0
1640368800,local,12.38,12.08,12.01,12.72,1005,,,92,4.41,0.6,100,light rain,2021-12-24,18,0.929,0.0,0.0,None,0.4,1005.7,982.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640372400,local,12.37,12.06,11.45,12.89,1005,,,92,4.07,0.38,100,light rain,2021-12-24,19,2.513,0.0,0.0,None,0.1,1005.5,982.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640376000,local,12.37,12.06,11.45,12.89,1005,,,92,4.87,0.45,100,light rain,2021-12-24,20,1.799,0.0,0.0,None,0.6,1005.5,982.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640379600,local,12.37,12.04,11.45,12.72,1005,,,91,4.98,0.4,100,light rain,2021-12-24,21,0.682,0.0,0.0,None,0.2,1005.0,982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640383200,local,12.36,12.05,11.45,12.72,1004,,,92,4.38,0.19,100,light rain,2021-12-24,22,0.0,0.886,0.0,None,0.3,1004.9,981.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640386800,local,12.35,12.07,11.45,12.72,1004,,,93,4.62,0.11,100,light rain,2021-12-24,23,0.0,1.22,0.0,None,0.2,1004.2,981.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640390400,local,12.37,12.06,11.45,12.89,1003,,,92,4.85,0.31,100,light rain,2021-12-25,0,0.0,0.479,0.0,None,1.7,1004.0,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640394000,local,12.37,12.04,11.45,12.79,1003,,,91,4.6,0.36,100,light rain,2021-12-25,1,0.0,0.44,0.0,None,0.4,1003.3,980.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640397600,local,11.86,11.53,11.45,12.72,1003,,,93,4.06,0.84,100,light rain,2021-12-25,2,0.0,0.322,0.0,None,1.0,1002.9,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640401200,local,11.86,11.5,11.77,12.72,1002,,,92,3.28,1.28,100,moderate rain,2021-12-25,3,0.0,0.294,0.0,None,0.6,1002.5,979.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640404800,local,11.82,11.49,11.68,12.01,1002,,,93,2.72,1.37,100,moderate rain,2021-12-25,4,0.0,0.299,0.0,None,0.4,1002.1,979.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640408400,local,11.84,11.51,11.21,12.72,1001,,,93,3.42,2.34,100,moderate rain,2021-12-25,5,0.0,0.342,0.0,None,0.5,1001.7,978.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640412000,local,11.26,10.87,10.66,11.72,1000,,,93,4.05,1.58,100,moderate rain,2021-12-25,6,0.0,0.303,0.0,None,0.4,1001.4,978.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640415600,local,11.78,11.42,10.66,11.82,1000,,,92,3.99,3.2,100,moderate rain,2021-12-25,7,0.0,0.319,0.0,None,0.1,1001.2,978.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640419200,local,11.78,11.39,10.66,11.82,1001,,,91,4.47,2.27,99,moderate rain,2021-12-25,8,0.33,0.0,0.008,None,0.0,1001.4,978.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640422800,local,11.81,11.42,11.22,11.82,1001,,,91,4.39,1.05,100,moderate rain,2021-12-25,9,1.954,0.0,0.117,None,0.0,1002.0,979.1,32.0,14.0,18.0,127.8,97.6,67.4,29.5,37.9,202.8,205.7,981.92
1640426400,local,12.92,12.59,12.01,12.93,1003,,,89,2.68,0.18,100,light rain,2021-12-25,10,0.546,0.0,0.448,Low,0.0,1002.6,979.8,52.0,0.0,52.0,0.0,300.7,67.1,0.0,67.1,0.0,387.9,0.0
1640430000,local,14.01,13.66,12.57,14.55,1003,,,84,2.39,,84,broken clouds,2021-12-25,11,1.235,0.0,0.263,None,0.0,1003.6,980.8,87.0,0.0,87.0,0.0,457.9,98.5,0.0,98.5,0.0,518.3,0.0
1640433600,local,14.64,14.3,13.68,15.72,1004,,,82,2.0,,93,overcast clouds,2021-12-25,12,2.269,0.0,0.39,None,0.0,1004.1,981.3,95.0,0.0,95.0,0.0,558.6,100.0,0.0,100.0,0.0,588.1,0.0
1640437200,local,15.18,14.84,14.23,15.72,1004,,,80,1.15,,99,overcast clouds,2021-12-25,13,1.627,0.0,0.23,None,0.0,1004.6,981.9,374.0,278.0,96.0,659.7,595.9,371.9,276.4,95.5,659.7,592.5,3600.0
1640440800,local,15.4,15.24,14.72,15.97,1005,,,86,1.04,,100,overcast clouds,2021-12-25,14,0.397,0.0,0.106,None,0.0,1004.8,982.1,269.0,158.0,111.0,393.8,567.3,251.9,148.0,103.9,393.8,531.2,3600.0
1640444400,local,14.59,14.3,14.45,14.79,1005,,,84,1.0,,100,overcast clouds,2021-12-25,15,0.472,0.0,0.206,None,0.1,1005.7,983.0,170.0,66.0,104.0,196.6,474.7,146.3,56.8,89.5,196.6,408.4,3600.0
