temp,feels_like,temp_min,temp_max,pressure,humidity,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),weather_description_encoded
17.11,17.25,15.9,18.43,1016,91,4,0.0,0.24,0.0,None,5
16.81,16.97,15.9,16.82,1016,93,5,0.0,0.239,0.0,None,3
16.91,17.11,15.9,18.43,1016,94,6,0.0,0.23,0.0,None,3
17.18,17.41,16.45,18.99,1016,94,7,0.0,0.303,0.0,None,3
18.01,18.32,16.45,19.54,1016,94,8,0.355,0.0,0.029,None,3
18.29,18.63,17.57,20.1,1016,94,9,0.18,0.0,0.065,None,3
18.8,19.19,18.48,20.1,1017,94,10,0.125,0.0,0.113,None,3
19.57,20.04,18.72,21.45,1017,94,11,0.008,0.0,0.216,Low,3
20.12,20.62,18.72,20.66,1017,93,12,0.0,0.0,0.209,Medium,3
20.86,21.43,18.72,23.12,1017,93,13,0.0,0.0,0.208,High,3
21.68,22.15,19.72,23.12,1017,86,14,0.0,0.0,0.222,High,5
22.27,22.72,20.72,22.57,1017,83,15,0.0,0.0,0.227,High,0
22.55,23.0,20.72,23.68,1017,82,16,0.0,0.0,0.287,Medium,6
22.93,23.37,22.32,24.15,1017,80,17,0.077,0.0,0.198,Low,0
22.36,22.82,21.12,23.12,1017,83,18,0.188,0.0,0.115,None,0
21.8,22.2,20.01,22.01,1018,83,19,0.269,0.0,0.014,None,1
20.57,20.98,17.72,21.38,1019,88,20,0.329,0.0,0.0,None,0
20.15,20.6,18.9,20.82,1019,91,21,0.545,0.0,0.0,None,5
19.6,20.02,18.9,20.26,1019,92,22,0.0,0.475,0.0,None,5
18.49,18.8,17.72,20.26,1020,92,23,0.0,0.428,0.0,None,5
18.41,18.73,16.72,19.71,1020,93,0,0.0,0.466,0.0,None,5
17.91,18.18,16.68,19.71,1020,93,1,0.0,0.455,0.0,None,5
17.4,17.65,16.68,19.15,1019,94,2,0.0,0.336,0.0,None,5
17.39,17.64,16.68,18.6,1020,94,3,0.0,0.361,0.0,None,5
17.33,17.57,15.72,18.6,1019,94,4,0.0,0.339,0.0,None,5
16.78,16.97,15.72,17.32,1020,94,5,0.0,0.224,0.0,None,5
16.78,16.99,15.72,17.32,1020,95,6,0.0,0.173,0.0,None,5
16.31,16.48,16.26,17.32,1020,95,7,0.0,0.192,0.001,None,5
17.89,18.22,16.72,17.93,1020,95,8,0.263,0.0,0.053,None,0
17.0,17.03,16.72,21.93,1020,87,9,0.03,0.0,0.143,Medium,6
20.18,20.32,18.72,23.6,1021,79,10,0.0,0.0,0.181,High,6
23.92,24.2,20.72,25.82,1021,70,11,0.0,0.0,0.204,Very High,7
25.73,26.03,24.45,27.49,1020,64,12,0.0,0.0,0.203,Very High,7
26.54,26.54,20.72,28.04,1020,46,13,0.0,0.0,0.192,Very High,7
27.61,27.46,20.72,29.23,1019,42,14,0.0,0.0,0.274,Very High,1
27.47,28.27,21.72,29.23,1019,55,15,0.0,0.0,0.438,High,6
27.49,27.98,21.72,28.68,1019,51,16,0.0,0.0,0.42,High,0
27.48,28.28,21.72,28.04,1018,55,17,0.018,0.0,0.369,Medium,0
26.13,26.13,19.72,27.49,1018,54,18,0.862,0.0,0.099,None,0
23.33,23.26,18.72,23.48,1018,59,19,1.457,0.0,0.004,None,6
21.84,21.83,17.72,22.57,1019,67,20,0.851,0.0,0.0,None,7
20.52,20.46,17.72,21.45,1019,70,21,0.529,0.0,0.0,None,7
20.48,20.46,17.72,20.7,1019,72,22,0.0,0.36,0.0,None,7
19.41,19.39,16.72,19.59,1019,76,23,0.0,0.293,0.0,None,7
18.9,18.91,16.72,19.54,1019,79,0,0.0,0.411,0.0,None,7
18.33,18.36,15.72,19.54,1019,82,1,0.0,0.338,0.0,None,7
18.36,18.42,15.26,19.54,1018,83,2,0.0,0.193,0.0,None,7
18.34,18.37,14.71,18.99,1018,82,3,0.0,0.186,0.0,None,7
18.32,18.35,14.71,18.48,1018,82,4,0.0,0.169,0.0,None,6
17.81,17.79,14.15,18.43,1017,82,5,0.0,0.173,0.0,None,6
18.43,18.44,15.01,18.48,1017,81,6,0.0,0.189,0.0,None,6
18.42,18.46,15.57,18.48,1018,82,7,0.0,0.164,0.027,None,6
21.52,21.71,18.72,22.37,1018,76,8,0.326,0.0,0.305,Low,7
22.83,23.0,19.54,22.93,1018,70,9,0.0,0.0,0.364,High,7
24.92,25.22,20.72,25.15,1018,67,10,0.0,0.0,0.234,Very High,7
26.23,26.23,19.72,28.68,1018,62,11,0.139,0.0,0.654,High,7
27.58,28.4,19.72,30.34,1017,55,12,0.0,0.0,0.487,Very High,7
27.66,28.5,21.72,30.34,1017,55,13,0.0,0.0,0.194,Very High,7
28.11,29.17,20.72,31.45,1017,56,14,0.0,0.0,0.187,Very High,7
28.02,28.85,22.32,31.45,1016,54,15,0.0,0.0,0.298,Very High,7
28.04,28.97,22.72,30.9,1016,55,16,0.0,0.0,0.522,Medium,7
27.46,28.1,20.72,29.79,1015,53,17,0.098,0.0,0.362,Medium,7
26.39,26.39,20.72,27.57,1016,60,18,0.508,0.0,0.097,None,7
23.26,23.42,19.72,25.34,1016,68,19,0.591,0.0,0.004,None,7
21.64,21.84,18.72,23.12,1016,76,20,0.719,0.0,0.0,None,7
20.54,20.69,17.72,21.45,1016,78,21,0.722,0.0,0.0,None,7
20.03,20.2,17.72,20.34,1016,81,22,0.0,0.506,0.0,None,7
19.48,19.65,17.72,20.1,1016,83,23,0.0,0.443,0.0,None,7
17.81,17.89,16.72,20.1,1016,86,0,0.0,0.434,0.0,None,7
18.87,19.06,15.72,20.1,1016,86,1,0.0,0.475,0.0,None,7
18.88,19.07,15.82,19.54,1014,86,2,0.0,0.546,0.0,None,7
18.96,19.16,15.72,19.54,1014,86,3,0.0,0.584,0.0,None,7
18.98,19.1,16.68,19.04,1013,83,4,0.0,0.548,0.0,None,0
18.43,18.55,15.57,18.48,1013,85,5,0.0,0.277,0.0,None,0
18.95,19.04,15.57,19.04,1013,82,6,0.0,0.208,0.0,None,0
19.03,19.21,16.72,19.04,1013,85,7,0.0,0.21,0.005,None,0
20.69,20.85,18.72,20.7,1013,78,8,0.018,0.0,0.28,Medium,6
25.15,25.47,20.72,25.15,1013,67,9,0.0,0.0,0.337,High,1
25.84,26.12,20.72,26.26,1013,63,10,0.119,0.0,0.426,High,0
26.62,26.62,22.72,29.79,1013,61,11,0.046,0.0,0.536,High,0
28.19,29.06,22.72,29.23,1012,54,12,0.5,0.0,0.96,Medium,5
28.77,29.72,23.72,32.01,1012,53,13,0.0,0.0,0.652,High,5
28.64,29.79,22.88,31.45,1011,55,14,0.047,0.0,0.566,High,5
28.57,29.69,22.72,30.9,1011,55,15,0.259,0.0,0.744,Medium,0
27.54,28.7,22.72,29.79,1011,59,16,0.0,0.0,0.415,High,7
26.45,26.45,21.72,28.12,1010,62,17,0.243,0.0,0.34,Low,1
24.7,25.03,22.72,26.45,1010,69,18,0.449,0.0,0.063,None,0
23.38,23.71,21.72,24.79,1010,74,19,0.522,0.0,0.006,None,3
22.8,23.15,20.72,23.68,1010,77,20,0.631,0.0,0.0,None,3
22.29,22.61,20.72,22.57,1010,78,21,0.68,0.0,0.0,None,3
21.76,22.05,20.72,22.01,1009,79,22,0.0,0.549,0.0,None,5
21.24,21.56,20.01,21.77,1008,82,23,0.0,0.563,0.0,None,3
21.76,22.11,20.01,21.82,1008,81,0,0.0,0.315,0.0,None,3
21.75,22.1,19.79,21.82,1007,81,1,0.0,0.18,0.0,None,4
23.32,23.59,19.79,23.48,1007,72,2,0.0,0.188,0.0,None,4
21.0,21.56,19.23,22.23,1008,92,3,0.0,0.2,0.0,None,4
20.96,21.49,19.23,21.68,1007,91,4,0.0,0.208,0.0,None,3
21.95,22.13,19.72,22.37,1007,74,5,0.0,0.175,0.0,None,5
21.18,21.39,19.45,21.26,1006,78,6,0.0,0.18,0.0,None,3
21.18,21.34,19.45,21.26,1007,76,7,0.0,0.257,0.0,None,3
21.74,21.98,20.01,21.82,1006,77,8,0.365,0.0,0.024,None,3
21.81,22.0,20.01,21.82,1006,75,9,0.113,0.0,0.105,None,3
22.81,23.03,21.12,24.79,1006,72,10,0.037,0.0,0.189,Medium,3
23.18,23.36,21.77,25.9,1006,69,11,0.0,0.0,0.243,Medium,3
22.5,22.76,22.01,24.72,1005,75,12,0.0,0.0,0.3,Medium,3
24.62,24.91,23.43,25.72,1005,68,13,0.0,0.0,0.248,High,5
23.86,24.16,20.72,24.04,1004,71,14,0.019,0.0,0.228,Medium,5
24.56,24.85,22.88,25.82,1003,68,15,0.168,0.0,0.167,None,5
21.95,22.29,20.72,26.38,1003,80,16,0.043,0.0,0.279,Low,3
21.8,22.07,20.72,22.88,1002,78,17,0.302,0.0,0.052,None,4
20.04,20.48,19.59,22.57,1003,91,18,0.285,0.0,0.067,None,3
19.67,20.07,19.45,21.77,1003,91,19,1.67,0.0,0.001,None,4
19.72,20.15,19.59,21.77,1002,92,20,0.891,0.0,0.0,None,5
20.18,20.66,19.79,20.72,1002,92,21,0.969,0.0,0.0,None,5
20.21,20.64,19.79,21.21,1002,90,22,0.0,0.409,0.0,None,3
20.25,20.65,19.79,21.72,1002,89,23,0.0,0.354,0.0,None,4
20.26,20.61,19.23,21.72,1001,87,0,0.0,0.237,0.0,None,4
20.52,20.79,19.23,21.93,1001,83,1,0.0,0.193,0.0,None,4
20.44,20.71,19.79,20.72,1000,83,2,0.0,0.18,0.0,None,4
19.59,19.95,19.45,19.79,1000,90,3,0.0,0.183,0.0,None,2
18.59,18.91,18.48,20.1,1000,92,4,0.0,0.199,0.0,None,4
19.1,19.44,18.68,20.1,1000,91,5,0.0,0.191,0.0,None,3
19.1,19.44,18.68,20.1,1000,91,6,0.0,0.176,0.0,None,3
18.53,18.87,18.04,20.1,1000,93,7,0.0,0.241,0.014,None,4
19.09,19.48,18.6,20.1,1001,93,8,0.274,0.0,0.07,None,4
19.13,19.53,19.04,20.66,1002,93,9,0.036,0.0,0.191,Medium,3
19.91,20.33,19.59,21.38,1002,91,10,0.013,0.0,0.163,Medium,4
20.95,21.42,20.26,21.26,1003,89,11,0.028,0.0,0.154,Medium,4
20.27,20.78,20.15,21.72,1003,93,12,0.0,0.0,0.206,Very High,4
21.84,22.33,20.01,22.72,1003,86,13,0.0,0.0,0.19,Medium,2
21.53,21.91,20.7,22.37,1003,83,14,0.0,0.0,0.176,High,2
19.78,20.19,19.59,22.32,1003,91,15,0.0,0.0,0.175,High,4
19.23,19.64,19.04,22.32,1003,93,16,0.052,0.0,0.256,Medium,3
19.22,19.63,19.04,22.32,1003,93,17,0.058,0.0,0.186,Low,4
19.08,19.47,19.04,20.57,1003,93,18,0.426,0.0,0.142,Low,4
19.08,19.47,18.68,20.01,1003,93,19,0.547,0.0,0.01,None,4
19.07,19.46,18.6,19.72,1004,93,20,0.618,0.0,0.0,None,3
18.59,18.93,18.04,20.66,1005,93,21,0.62,0.0,0.0,None,4
18.48,18.84,17.79,18.72,1005,94,22,0.0,0.549,0.0,None,4
17.97,18.25,17.79,18.72,1004,93,23,0.0,0.575,0.0,None,3
18.0,18.28,17.23,19.54,1005,93,0,0.0,0.652,0.0,None,3
17.96,18.27,17.49,18.72,1005,94,1,0.0,0.584,0.0,None,4
17.97,18.28,17.93,18.72,1005,94,2,0.0,0.479,0.0,None,4
18.01,18.32,17.57,19.54,1005,94,3,0.0,0.214,0.0,None,3
18.51,18.87,17.57,19.54,1005,94,4,0.0,0.178,0.0,None,3
18.48,18.84,18.04,18.72,1005,94,5,0.0,0.17,0.0,None,3
18.0,18.31,17.79,18.99,1005,94,6,0.0,0.181,0.0,None,3
18.0,18.31,17.79,18.99,1006,94,7,0.0,0.35,0.0,None,4
18.5,18.86,17.79,18.99,1006,94,8,0.343,0.0,0.006,None,4
18.52,18.88,18.12,19.15,1007,94,9,0.181,0.0,0.003,None,4
19.04,19.45,18.68,19.54,1007,94,10,0.045,0.0,0.127,Medium,4
20.38,20.93,19.54,20.82,1007,94,11,0.002,0.0,0.186,Medium,4
19.15,19.58,19.04,21.45,1008,94,12,0.0,0.0,0.254,High,4
20.25,20.79,20.01,21.72,1008,94,13,0.0,0.0,0.261,High,4
20.27,20.81,20.15,21.72,1008,94,14,0.0,0.0,0.181,Very High,4
20.8,21.31,20.57,21.93,1008,91,15,0.0,0.0,0.19,High,3
21.23,21.71,20.57,21.26,1008,88,16,0.0,0.0,0.231,High,4
20.73,21.13,20.01,21.93,1009,87,17,0.077,0.0,0.187,Low,4
20.65,21.04,19.45,20.82,1009,87,18,0.26,0.0,0.086,None,4
19.64,19.98,19.23,20.66,1010,89,19,0.296,0.0,0.009,None,3
19.59,19.95,18.9,19.72,1011,90,20,0.419,0.0,0.0,None,3
19.08,19.42,18.68,19.72,1011,91,21,0.4,0.0,0.0,None,3
19.6,19.99,18.68,20.1,1012,91,22,0.0,0.426,0.0,None,4
19.1,19.47,18.68,20.1,1011,92,23,0.0,0.513,0.0,None,3
19.02,19.41,18.34,19.15,1011,93,0,0.0,0.501,0.0,None,3
18.52,18.86,17.79,19.54,1012,93,1,0.0,0.534,0.0,None,3
18.52,18.88,17.79,19.54,1011,94,2,0.0,0.472,0.0,None,3
18.48,18.84,17.79,18.72,1011,94,3,0.0,0.44,0.0,None,3
17.98,18.29,17.79,18.72,1011,94,4,0.0,0.551,0.0,None,3
18.0,18.34,17.79,18.99,1011,95,5,0.0,0.312,0.0,None,3
18.0,18.34,17.79,18.99,1012,95,6,0.0,0.289,0.0,None,3
18.0,18.34,17.79,18.99,1012,95,7,0.0,0.269,0.027,None,4
18.51,18.87,18.48,18.99,1013,94,8,0.11,0.0,0.223,Medium,4
21.1,21.64,18.34,21.82,1013,91,9,0.0,0.0,0.183,Medium,3
22.21,22.6,20.01,22.37,1014,81,10,0.0,0.0,0.183,Medium,6
21.95,22.21,21.21,23.6,1014,77,11,0.0,0.0,0.232,High,3
23.36,23.66,21.72,24.23,1014,73,12,0.0,0.0,0.234,Medium,3
23.36,23.74,21.72,25.34,1014,76,13,0.031,0.0,0.269,Medium,6
24.4,24.72,21.72,25.9,1014,70,14,0.0,0.0,0.191,Medium,6
24.93,25.28,22.23,25.15,1014,69,15,0.0,0.0,0.198,High,6
25.4,25.8,21.68,25.7,1014,69,16,0.0,0.0,0.236,High,0
25.96,25.96,22.32,26.26,1014,64,17,0.087,0.0,0.173,Low,3
22.81,23.26,20.72,23.68,1015,81,18,0.694,0.0,0.042,None,3
21.7,22.17,19.45,22.57,1015,86,19,1.313,0.0,0.004,None,6
20.1,20.49,18.72,21.45,1016,89,20,0.501,0.0,0.0,None,1
19.58,19.97,18.72,20.9,1016,91,21,0.449,0.0,0.0,None,1
19.54,19.95,18.34,20.34,1016,92,22,0.0,0.473,0.0,None,1
19.0,19.36,17.72,20.66,1016,92,23,0.0,0.832,0.0,None,7
18.97,19.35,16.93,20.1,1016,93,0,0.0,0.552,0.0,None,7
18.45,18.78,16.72,20.1,1016,93,1,0.0,0.394,0.0,None,0
18.39,18.74,16.38,19.54,1015,94,2,0.0,0.372,0.0,None,5
18.34,18.68,15.72,19.54,1015,94,3,0.0,0.378,0.0,None,5
18.33,18.67,15.72,18.99,1015,94,4,0.0,0.304,0.0,None,5
17.83,18.12,15.72,18.99,1015,94,5,0.0,0.201,0.0,None,5
17.81,18.1,15.57,18.43,1015,94,6,0.0,0.188,0.0,None,5
17.83,18.12,15.72,18.43,1016,94,7,0.0,0.429,0.001,None,5
19.01,19.42,18.04,19.04,1016,94,8,0.318,0.0,0.069,None,0
21.86,22.43,19.54,29.72,1016,89,9,0.025,0.0,0.199,Medium,0
22.29,22.79,20.1,22.37,1016,85,10,0.227,0.0,0.625,Medium,6
24.59,25.17,23.9,24.79,1016,79,11,0.0,0.0,0.285,Very High,1
26.26,26.26,24.45,26.93,1015,69,12,0.0,0.0,0.234,Very High,6
27.0,28.53,22.32,28.12,1015,66,13,0.0,0.0,0.189,Very High,0
26.98,28.5,21.72,28.68,1015,66,14,0.0,0.0,0.187,Very High,1
27.51,29.23,21.72,29.15,1014,65,15,0.0,0.0,0.191,Very High,1
27.49,29.4,21.72,28.68,1014,67,16,0.0,0.0,0.195,High,1
25.85,26.27,19.72,27.57,1014,68,17,0.0,0.0,0.19,Medium,1
24.34,24.76,20.72,26.45,1014,74,18,0.343,0.0,0.08,None,6
22.29,22.66,19.45,22.49,1014,80,19,0.785,0.0,0.004,None,6
21.39,21.8,18.72,23.12,1014,85,20,0.62,0.0,0.0,None,1
20.58,20.94,18.34,22.01,1014,86,21,0.669,0.0,0.0,None,1
20.51,20.91,17.72,20.9,1014,88,22,0.0,0.519,0.0,None,6
20.02,20.43,17.72,20.66,1014,90,23,0.0,0.43,0.0,None,0
19.44,19.82,16.72,20.1,1013,91,0,0.0,0.425,0.0,None,0
19.41,19.78,16.72,19.59,1013,91,1,0.0,0.399,0.0,None,0
19.41,19.78,16.72,19.59,1013,91,2,0.0,0.393,0.0,None,5
19.85,20.27,15.72,20.7,1013,91,3,0.0,0.432,0.0,None,5
20.88,21.06,16.38,21.26,1013,78,4,0.0,0.205,0.0,None,5
20.83,20.87,15.72,21.26,1013,73,5,0.0,0.193,0.0,None,5
20.33,20.22,15.72,20.7,1013,69,6,0.0,0.172,0.0,None,5
20.34,20.18,15.72,20.7,1013,67,7,0.0,0.154,0.014,None,5
21.11,20.95,18.68,21.26,1013,64,8,0.053,0.0,0.143,Medium,5
22.07,21.95,21.45,22.37,1013,62,9,0.0,0.0,0.201,High,5
23.54,23.52,21.77,25.72,1014,60,10,0.0,0.0,0.197,High,5
24.66,24.67,22.88,26.72,1013,57,11,0.135,0.0,0.599,Medium,5
25.65,25.73,23.72,27.57,1013,56,12,0.188,0.0,0.603,High,5
27.39,28.02,27.23,28.6,1012,53,13,0.0,0.0,0.2,Very High,5
27.2,27.68,23.72,29.45,1011,51,14,0.0,0.0,0.195,High,5
28.0,28.54,24.72,29.15,1011,51,15,0.0,0.0,0.239,High,5
28.27,28.39,24.72,30.82,1011,46,16,0.0,0.0,0.259,High,5
28.89,29.29,26.21,30.82,1011,48,17,0.046,0.0,0.238,Medium,0
27.36,27.99,26.21,28.6,1011,53,18,0.24,0.0,0.103,None,0
24.21,24.38,22.72,25.66,1011,65,19,0.544,0.0,0.006,None,0
22.67,23.08,21.38,25.01,1011,80,20,0.222,0.0,0.0,None,6
22.57,23.0,20.82,25.01,1011,81,21,0.219,0.0,0.0,None,6
22.24,22.71,20.26,23.99,1011,84,22,0.0,0.552,0.0,None,1
22.45,23.0,19.23,23.9,1011,86,23,0.0,0.477,0.0,None,1
20.94,21.31,18.68,23.9,1011,85,0,0.0,0.46,0.0,None,1
21.64,22.03,18.04,23.43,1011,83,1,0.0,0.432,0.0,None,1
21.58,21.91,17.57,23.34,1010,81,2,0.0,0.228,0.0,None,1
21.12,21.35,17.01,23.34,1010,79,3,0.0,0.21,0.0,None,1
21.37,21.55,16.45,22.88,1010,76,4,0.0,0.19,0.0,None,1
21.58,21.73,17.49,22.88,1011,74,5,0.0,0.17,0.0,None,1
19.38,19.25,17.49,22.23,1011,72,6,0.0,0.177,0.0,None,1
21.43,21.53,17.49,22.32,1011,73,7,0.0,0.173,0.011,None,1
23.44,23.01,20.82,23.48,1012,45,8,0.0,0.0,0.189,Medium,6
24.02,23.7,22.79,24.04,1012,47,9,0.048,0.0,0.342,Medium,6
23.75,23.54,23.43,25.57,1012,52,10,0.27,0.0,0.449,Medium,6
26.59,26.59,24.54,28.12,1012,48,11,1.21,0.0,0.344,None,6
28.08,27.8,25.66,30.9,1012,41,12,1.139,0.0,0.625,None,6
31.01,30.65,30.34,31.72,1012,38,13,0.076,0.0,0.693,High,6
31.72,31.4,29.72,31.93,1012,37,14,0.0,0.0,0.358,Very High,6
32.06,31.55,27.88,32.49,1011,35,15,0.0,0.0,0.308,High,6
33.03,32.5,27.72,33.48,1011,33,16,0.247,0.0,0.413,Medium,1
32.02,31.8,27.72,32.49,1011,37,17,0.026,0.0,0.261,Medium,6
29.63,30.37,26.72,30.15,1011,49,18,0.853,0.0,0.059,None,6
27.29,28.06,25.26,27.37,1012,55,19,1.089,0.0,0.004,None,6
26.02,26.02,22.72,26.26,1012,60,20,0.349,0.0,0.0,None,6
22.91,23.19,21.72,25.1,1013,74,21,0.321,0.0,0.0,None,6
22.54,22.83,20.82,24.54,1012,76,22,0.0,0.257,0.0,None,0
24.88,24.99,20.82,25.15,1013,60,23,0.0,0.348,0.0,None,6
22.58,22.98,19.71,23.99,1012,80,0,0.0,0.209,0.0,None,6
21.56,21.91,20.26,23.43,1012,82,1,0.0,0.256,0.0,None,1
23.7,23.8,21.72,24.04,1012,64,2,0.0,0.223,0.0,None,1
24.51,24.5,22.32,24.59,1011,57,3,0.0,0.182,0.0,None,0
20.85,21.11,18.04,23.34,1011,81,4,0.0,0.185,0.0,None,0
19.88,20.06,18.04,22.79,1012,82,5,0.0,0.192,0.0,None,5
21.28,21.6,18.68,23.34,1013,82,6,0.0,0.188,0.0,None,5
20.19,20.38,19.72,23.34,1013,81,7,0.0,0.38,0.001,None,5
25.85,25.82,21.77,26.26,1014,51,8,0.069,0.0,0.173,Low,5
26.71,27.15,22.32,26.82,1015,50,9,0.0,0.0,0.182,High,5
27.33,27.88,26.68,27.57,1015,52,10,0.027,0.0,0.274,High,5
26.85,27.51,24.54,29.23,1016,54,11,0.0,0.0,0.2,Very High,5
28.99,29.9,27.72,30.9,1015,52,12,0.0,0.0,0.197,Very High,5
29.91,31.07,25.66,32.01,1015,51,13,0.0,0.0,0.202,Very High,5
30.37,31.78,26.21,31.45,1015,51,14,0.0,0.0,0.214,Very High,0
29.76,30.7,24.72,30.26,1015,50,15,0.0,0.0,0.235,High,0
28.3,29.43,25.57,29.04,1015,56,16,0.0,0.0,0.214,High,6
27.55,28.81,24.72,27.93,1016,60,17,0.014,0.0,0.2,Medium,6
26.71,27.85,24.72,28.04,1016,62,18,0.146,0.0,0.085,None,6
23.18,23.43,21.72,25.1,1016,72,19,0.359,0.0,0.003,None,7
24.42,24.75,21.72,25.1,1016,70,20,0.583,0.0,0.0,None,7
23.19,23.55,20.26,24.54,1017,76,21,0.425,0.0,0.0,None,7
22.21,22.58,18.72,23.99,1017,80,22,0.0,0.321,0.0,None,7
21.68,22.04,18.72,23.43,1017,82,23,0.0,0.385,0.0,None,7
21.65,21.99,18.6,22.88,1017,81,0,0.0,0.237,0.0,None,7
21.64,21.97,18.04,22.88,1016,81,1,0.0,0.219,0.0,None,7
21.46,21.78,18.04,22.32,1016,81,2,0.0,0.284,0.0,None,7
21.21,21.53,18.04,21.77,1017,82,3,0.0,0.263,0.0,None,7
21.21,21.5,16.93,21.77,1016,81,4,0.0,0.188,0.0,None,7
21.42,21.73,16.93,21.82,1017,81,5,0.0,0.189,0.0,None,7
21.44,21.75,16.93,21.82,1016,81,6,0.0,0.175,0.0,None,7
21.73,22.02,18.34,21.82,1017,79,7,0.0,0.171,0.01,None,7
23.64,23.97,20.66,24.04,1017,73,8,0.116,0.0,0.157,Medium,7
26.19,26.19,23.72,26.26,1017,65,9,0.0,0.0,0.19,High,7
27.33,28.95,25.72,27.37,1017,65,10,0.0,0.0,0.199,High,7
27.97,29.74,26.94,28.71,1017,63,11,0.0,0.0,0.203,Very High,7
29.34,30.97,26.72,30.9,1017,56,12,0.0,0.0,0.195,Very High,7
30.4,31.65,26.21,31.45,1016,50,13,0.0,0.0,0.189,Very High,7
31.4,32.12,25.72,33.04,1016,44,14,0.0,0.0,0.2,Very High,7
31.83,33.38,24.72,32.49,1016,47,15,0.0,0.0,0.217,Very High,7
31.33,32.19,24.72,33.04,1015,45,16,0.0,0.0,0.192,High,7
30.52,32.59,24.72,31.82,1016,54,17,0.015,0.0,0.248,Medium,7
27.11,28.3,22.72,29.23,1016,61,18,0.365,0.0,0.08,None,7
25.96,25.96,20.72,27.57,1016,66,19,1.036,0.0,0.001,None,7
21.56,21.86,19.72,25.34,1017,80,20,0.946,0.0,0.0,None,7
23.76,24.12,19.72,24.04,1017,74,21,0.541,0.0,0.0,None,7
23.2,23.53,18.72,23.48,1017,75,22,0.0,0.444,0.0,None,6
22.71,23.07,18.72,23.43,1017,78,23,0.0,0.429,0.0,None,6
22.64,23.0,17.72,23.43,1016,78,0,0.0,0.232,0.0,None,0
22.05,22.43,17.72,22.88,1016,81,1,0.0,0.191,0.0,None,6
22.32,22.64,17.72,22.37,1016,78,2,0.0,0.177,0.0,None,6
17.55,17.82,16.72,21.77,1015,94,3,0.0,0.172,0.0,None,6
22.31,22.63,16.72,22.37,1015,78,4,0.0,0.177,0.0,None,6
22.03,22.3,16.72,22.37,1016,77,5,0.0,0.189,0.0,None,6
18.39,18.74,17.49,21.77,1016,94,6,0.0,0.188,0.0,None,6
19.22,19.68,16.93,21.77,1016,95,7,0.0,0.325,0.008,None,6
23.46,23.72,19.72,23.48,1016,71,8,0.139,0.0,0.211,Medium,6
23.45,23.81,20.72,23.48,1017,75,9,0.0,0.0,0.199,High,6
24.48,25.1,22.72,25.12,1017,81,10,0.0,0.0,0.192,High,6
26.09,26.09,23.72,28.12,1016,78,11,0.0,0.0,0.209,Very High,6
25.25,25.79,23.72,29.79,1016,75,12,0.0,0.0,0.214,Very High,0
24.84,25.31,22.72,30.34,1016,74,13,0.0,0.0,0.212,Very High,0
28.67,30.35,23.72,30.9,1016,59,14,0.0,0.0,0.402,High,7
28.62,29.88,22.72,30.34,1016,56,15,0.0,0.0,0.413,High,7
28.35,30.11,22.72,29.79,1016,61,16,0.0,0.0,0.392,Medium,7
27.53,29.26,21.72,28.68,1016,65,17,0.048,0.0,0.293,Medium,7
24.65,25.13,20.72,26.45,1016,75,18,0.317,0.0,0.061,None,7
23.33,23.76,20.72,24.79,1017,78,19,0.385,0.0,0.001,None,7
22.01,22.43,20.26,22.57,1017,83,20,0.703,0.0,0.0,None,7
20.65,21.02,18.6,21.77,1018,86,21,0.452,0.0,0.0,None,1
19.82,20.23,18.04,20.15,1017,91,22,0.0,0.338,0.0,None,5
19.54,19.95,16.93,19.72,1017,92,23,0.0,0.348,0.0,None,5
19.03,19.42,16.93,19.72,1017,93,0,0.0,0.339,0.0,None,5
18.59,18.93,15.9,21.77,1017,93,1,0.0,0.255,0.0,None,5
17.95,18.26,17.93,18.72,1017,94,2,0.0,0.286,0.0,None,5
17.92,18.22,17.49,18.34,1017,94,3,0.0,0.229,0.0,None,5
17.36,17.61,16.72,18.04,1017,94,4,0.0,0.17,0.0,None,5
17.35,17.6,16.72,17.79,1017,94,5,0.0,0.191,0.0,None,5
17.4,17.65,17.37,18.72,1017,94,6,0.0,0.202,0.0,None,5
16.87,17.07,16.82,18.72,1017,94,7,0.0,0.372,0.012,None,5
17.54,17.8,17.37,21.77,1018,94,8,0.246,0.0,0.088,None,0
19.97,20.37,19.36,21.77,1018,90,9,0.069,0.0,0.136,Low,0
21.88,22.34,20.72,22.62,1018,85,10,0.0,0.0,0.205,Medium,0
21.74,22.01,21.72,22.23,1018,78,11,0.0,0.0,0.584,High,6
22.74,22.98,21.72,26.45,1018,73,12,0.12,0.0,0.648,High,6
22.92,23.17,21.72,27.57,1018,73,13,0.0,0.0,0.219,Very High,6
22.92,23.15,21.72,27.57,1018,72,14,0.0,0.0,0.2,Very High,0
25.94,26.13,21.72,28.12,1017,59,15,0.033,0.0,0.446,High,0
25.42,25.71,21.72,27.57,1017,65,16,0.0,0.0,0.322,High,6
24.08,24.4,20.72,25.9,1017,71,17,0.043,0.0,0.283,Medium,0
22.76,23.05,19.72,24.79,1017,75,18,0.28,0.0,0.06,None,5
20.89,21.2,18.72,22.57,1017,83,19,1.63,0.0,0.002,None,0
