dt,city_name,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,rain_1h,clouds_all,weather_description,date,hour,normal,economic_schedule,self-consumption
1678806000,local,16.25,15.63,15.72,17.01,1024,,,65,2.79,,98,overcast clouds,2023-03-14,15,0.0,0.0,0.24
1678809600,local,16.67,16.06,14.54,17.49,1024,,,64,2.79,,98,overcast clouds,2023-03-14,16,0.0,0.0,0.238
1678813200,local,15.63,14.92,14.72,15.7,1024,,,64,1.87,,96,overcast clouds,2023-03-14,17,0.111,0.0,0.123
1678816800,local,15.06,14.42,13.72,15.15,1024,,,69,1.87,,96,overcast clouds,2023-03-14,18,0.311,0.0,0.004
1678820400,local,13.1,12.27,12.72,13.6,1024,,,69,1.87,,96,overcast clouds,2023-03-14,19,0.329,0.0,0.0
1678824000,local,12.3,11.83,10.72,12.88,1023,,,86,1.03,,84,broken clouds,2023-03-14,20,0.401,0.0,0.0
1678827600,local,11.77,11.3,10.26,12.88,1023,,,88,1.03,,84,broken clouds,2023-03-14,21,0.67,0.0,0.0
1678831200,local,10.68,10.13,9.15,12.32,1023,,,89,1.03,,84,broken clouds,2023-03-14,22,0.0,0.558,0.0
1678834800,local,10.65,10.15,8.6,11.77,1022,,,91,1.19,,5,sky is clear,2023-03-14,23,0.0,0.569,0.0
1678838400,local,282.63,281.22,282.63,282.63,1021,,,88,2.7,,2,clear sky,2023-03-15,0,0.0,0.502,0.0
1678842000,local,282.07,280.62,282.07,282.07,1020,,,87,2.61,,5,clear sky,2023-03-15,1,0.0,0.504,0.0
1678845600,local,281.7,280.45,281.7,281.7,1020,,,87,2.24,,4,clear sky,2023-03-15,2,0.0,0.494,0.0
1678849200,local,281.42,280.16,281.42,281.42,1019,,,87,2.19,,3,clear sky,2023-03-15,3,0.0,0.495,0.0
1678852800,local,281.16,280.04,281.16,281.16,1019,,,87,1.98,,3,clear sky,2023-03-15,4,0.0,0.349,0.0
1678856400,local,280.93,279.75,280.93,280.93,1018,,,86,2.01,,2,clear sky,2023-03-15,5,0.0,0.337,0.0
1678860000,local,280.47,279.34,280.47,280.47,1018,,,84,1.87,,1,clear sky,2023-03-15,6,0.0,0.275,0.0
1678863600,local,280.45,279.8,280.45,280.45,1018,,,83,1.43,,0,clear sky,2023-03-15,7,0.0,0.37,0.161
1678867200,local,283.67,282.58,283.67,283.67,1018,,,69,0.91,,0,clear sky,2023-03-15,8,0.65,0.0,0.325
1678870800,local,287.04,285.92,287.04,287.04,1018,,,55,0.89,,0,clear sky,2023-03-15,9,0.0,0.0,0.257
1678874400,local,290.11,289.04,290.11,290.11,1018,,,45,1.15,,0,clear sky,2023-03-15,10,0.0,0.0,0.252
1678878000,local,292.67,291.64,292.67,292.67,1017,,,37,1.32,,1,clear sky,2023-03-15,11,0.0,0.0,0.253
1678881600,local,294.57,293.58,294.57,294.57,1017,,,31,2.18,,1,clear sky,2023-03-15,12,0.0,0.0,0.255
1678885200,local,296.2,295.32,296.2,296.2,1016,,,29,2.84,,2,clear sky,2023-03-15,13,0.0,0.0,0.25
1678888800,local,297.17,296.33,297.17,297.17,1015,,,27,2.92,,2,clear sky,2023-03-15,14,0.0,0.0,0.247
1678892400,local,297.52,296.72,297.52,297.52,1014,,,27,3.08,,3,clear sky,2023-03-15,15,0.0,0.0,0.246
1678896000,local,297.22,296.41,297.22,297.22,1014,,,28,2.94,,3,clear sky,2023-03-15,16,0.0,0.0,0.245
1678899600,local,296.27,295.55,296.27,296.27,1014,,,35,2.68,,2,clear sky,2023-03-15,17,0.15,0.0,0.088
1678903200,local,292.29,291.43,292.29,292.29,1014,,,45,3.06,,3,clear sky,2023-03-15,18,0.687,0.0,0.003
1678906800,local,289.11,287.99,289.11,289.11,1014,,,47,2.74,,4,clear sky,2023-03-15,19,1.536,0.0,0.0
1678910400,local,287.62,286.45,287.62,287.62,1014,,,51,2.12,,4,clear sky,2023-03-15,20,0.791,0.0,0.0
1678914000,local,286.61,285.47,286.61,286.61,1015,,,56,1.59,,5,clear sky,2023-03-15,21,0.626,0.0,0.0
1678917600,local,285.78,284.64,285.78,285.78,1015,,,59,1.5,,5,clear sky,2023-03-15,22,0.0,0.646,0.0
1678921200,local,284.97,283.9,284.97,284.97,1014,,,65,1.21,,5,clear sky,2023-03-15,23,0.0,0.491,0.0
1678924800,local,284.48,283.39,284.48,284.48,1014,,,66,1.61,,5,clear sky,2023-03-16,0,0.0,0.704,0.0
1678928400,local,283.79,282.71,283.79,283.79,1013,,,69,1.51,,6,clear sky,2023-03-16,1,0.0,2.672,0.0
1678932000,local,283.35,282.25,283.35,283.35,1013,,,70,1.17,,6,clear sky,2023-03-16,2,0.0,0.914,0.0
1678935600,local,283.16,282.07,283.16,283.16,1012,,,71,0.65,,24,few clouds,2023-03-16,3,0.0,0.26,0.0
1678939200,local,283.19,282.1,283.19,283.19,1012,,,71,0.49,,42,scattered clouds,2023-03-16,4,0.0,0.24,0.0
1678942800,local,282.73,282.73,282.73,282.73,1012,,,73,0.38,,39,scattered clouds,2023-03-16,5,0.0,0.236,0.0
1678946400,local,282.5,282.5,282.5,282.5,1012,,,74,0.18,,36,scattered clouds,2023-03-16,6,0.0,0.235,0.0
1678950000,local,283.11,283.11,283.11,283.11,1012,,,68,0.46,,100,overcast clouds,2023-03-16,7,0.0,1.145,0.097
1678953600,local,286.14,285.09,286.14,286.14,1012,,,61,1.69,,100,overcast clouds,2023-03-16,8,0.631,0.0,0.191
1678957200,local,288.53,287.56,288.53,288.53,1012,,,55,2.71,,100,overcast clouds,2023-03-16,9,0.015,0.0,0.244
1678960800,local,290.39,289.48,290.39,290.39,1013,,,50,4.05,,100,overcast clouds,2023-03-16,10,0.0,0.0,0.261
1678964400,local,291.75,290.95,291.75,291.75,1013,,,49,4.89,,100,overcast clouds,2023-03-16,11,0.965,0.0,0.554
1678968000,local,293.17,292.51,293.17,293.17,1012,,,49,5.64,,100,overcast clouds,2023-03-16,12,0.12,0.0,0.353
1678971600,local,293.7,293.12,293.7,293.7,1011,,,50,5.91,,100,overcast clouds,2023-03-16,13,0.124,0.0,0.257
1678975200,local,294.34,293.82,294.34,294.34,1010,,,50,5.4,,100,overcast clouds,2023-03-16,14,0.085,0.0,0.237
1678978800,local,295.17,294.63,295.17,295.17,1010,,,46,4.04,,100,overcast clouds,2023-03-16,15,0.094,0.0,0.223
1678982400,local,295.39,294.79,295.39,295.39,1010,,,43,3.01,,100,overcast clouds,2023-03-16,16,0.162,0.0,0.166
1678986000,local,294.29,293.77,294.29,294.29,1010,,,50,2.3,,100,overcast clouds,2023-03-16,17,0.783,0.0,0.021
1678989600,local,290.39,289.79,290.39,290.39,1011,,,62,3.47,,100,overcast clouds,2023-03-16,18,0.955,0.0,0.003
1678993200,local,288.13,287.46,288.13,288.13,1012,,,68,3.3,,100,overcast clouds,2023-03-16,19,0.964,0.0,0.0
1678996800,local,286.88,286.14,286.88,286.88,1013,,,70,2.48,,100,overcast clouds,2023-03-16,20,0.559,0.0,0.0
1679000400,local,285.95,285.35,285.95,285.95,1013,,,79,2.35,,99,overcast clouds,2023-03-16,21,0.668,0.0,0.0
1679004000,local,286.76,286.34,286.76,286.76,1014,,,83,3.02,,98,overcast clouds,2023-03-16,22,0.0,0.642,0.0
1679007600,local,288.01,287.74,288.01,288.01,1014,,,84,3.25,,98,overcast clouds,2023-03-16,23,0.0,0.711,0.0
1679011200,local,286.72,286.51,286.72,286.72,1014,,,91,2.88,,99,overcast clouds,2023-03-17,0,0.0,0.539,0.0
1679014800,local,285.55,285.33,285.55,285.55,1014,,,95,2.91,,100,overcast clouds,2023-03-17,1,0.0,0.323,0.0
1679018400,local,284.75,284.47,284.75,284.75,1015,,,96,2.64,,100,overcast clouds,2023-03-17,2,0.0,0.254,0.0
1679022000,local,284.09,283.75,284.09,284.09,1015,,,96,2.37,,100,overcast clouds,2023-03-17,3,0.0,0.251,0.0
1679025600,local,283.77,283.39,283.77,283.77,1015,,,96,2.35,,100,overcast clouds,2023-03-17,4,0.0,0.247,0.0
1679029200,local,283.37,282.95,283.37,283.37,1015,,,96,2.27,,85,overcast clouds,2023-03-17,5,0.0,0.247,0.0
1679032800,local,283.06,282.05,283.06,283.06,1016,,,96,2.24,,72,broken clouds,2023-03-17,6,0.0,0.245,0.0
1679036400,local,283.06,282.07,283.06,283.06,1016,,,95,2.21,,0,clear sky,2023-03-17,7,0.0,0.88,0.054
1679040000,local,285.45,285.01,285.45,285.45,1017,,,87,2.67,,0,clear sky,2023-03-17,8,1.208,0.0,0.111
1679043600,local,288.0,287.47,288.0,288.0,1017,,,74,4.16,,0,clear sky,2023-03-17,9,0.06,0.0,0.293
1679047200,local,289.74,289.02,289.74,289.74,1017,,,60,4.78,,0,clear sky,2023-03-17,10,0.0,0.0,0.373
1679050800,local,291.05,290.23,291.05,291.05,1017,,,51,4.59,,0,clear sky,2023-03-17,11,0.0,0.0,0.356
1679054400,local,292.56,291.78,292.56,292.56,1017,,,47,5.05,,4,clear sky,2023-03-17,12,0.0,0.0,0.361
1679058000,local,293.11,292.31,293.11,293.11,1016,,,44,5.24,,75,broken clouds,2023-03-17,13,0.0,0.0,0.315
1679061600,local,293.34,292.51,293.34,293.34,1016,,,42,5.8,,87,overcast clouds,2023-03-17,14,0.046,0.0,0.301
1679065200,local,292.92,292.08,292.92,292.92,1016,,,43,7.04,,91,overcast clouds,2023-03-17,15,0.126,0.0,0.201
1679068800,local,290.81,289.96,290.81,290.81,1016,,,51,6.88,,93,overcast clouds,2023-03-17,16,0.132,0.0,0.174
1679072400,local,290.17,289.36,290.17,290.17,1016,,,55,6.27,,95,overcast clouds,2023-03-17,17,1.279,0.0,0.045
1679076000,local,288.9,288.12,288.9,288.9,1017,,,61,5.7,,96,overcast clouds,2023-03-17,18,2.048,0.0,0.006
1679079600,local,287.26,286.58,287.26,287.26,1017,,,71,5.18,,100,overcast clouds,2023-03-17,19,1.119,0.0,0.0
1679083200,local,285.89,285.28,285.89,285.89,1018,,,79,3.81,,100,overcast clouds,2023-03-17,20,0.492,0.0,0.0
1679086800,local,285.39,284.89,285.39,285.39,1018,,,85,3.32,,100,overcast clouds,2023-03-17,21,0.45,0.0,0.0
1679090400,local,284.74,284.28,284.74,284.74,1018,,,89,3.02,,100,overcast clouds,2023-03-17,22,0.0,0.8,0.0
1679094000,local,283.76,283.28,283.76,283.76,1019,,,92,2.98,,94,overcast clouds,2023-03-17,23,0.0,0.563,0.0
1679097600,local,282.95,281.86,282.95,282.95,1018,,,93,2.33,,88,overcast clouds,2023-03-18,0,0.0,0.496,0.0
1679101200,local,282.75,282.13,282.75,282.75,1018,,,95,1.71,,39,scattered clouds,2023-03-18,1,0.0,0.495,0.0
1679104800,local,282.97,282.97,282.97,282.97,1018,,,93,1.29,,39,scattered clouds,2023-03-18,2,0.0,0.43,0.0
1679108400,local,284.03,283.55,284.03,284.03,1017,,,91,1.41,,53,broken clouds,2023-03-18,3,0.0,0.367,0.0
1679112000,local,284.57,284.12,284.57,284.57,1018,,,90,1.83,,64,broken clouds,2023-03-18,4,0.0,0.275,0.0
1679115600,local,283.81,283.36,283.81,283.81,1018,,,93,2.44,,67,broken clouds,2023-03-18,5,0.0,0.282,0.0
1679119200,local,283.07,281.75,283.07,283.07,1018,,,95,2.7,,63,broken clouds,2023-03-18,6,0.0,0.311,0.0
1679122800,local,282.54,280.84,282.54,282.54,1019,,,97,3.16,,11,few clouds,2023-03-18,7,0.0,0.251,0.019
1679126400,local,284.39,283.92,284.39,284.39,1020,,,90,3.5,,16,few clouds,2023-03-18,8,0.572,0.0,0.131
1679130000,local,286.6,286.06,286.6,286.6,1020,,,79,4.0,,12,few clouds,2023-03-18,9,0.0,0.0,0.257
1679133600,local,288.3,287.62,288.3,288.3,1020,,,67,4.17,,14,few clouds,2023-03-18,10,0.668,0.0,0.321
1679137200,local,289.78,289.01,289.78,289.78,1020,,,58,4.3,,19,few clouds,2023-03-18,11,0.035,0.0,0.251
1679140800,local,290.92,290.14,290.92,290.92,1019,,,53,4.61,,24,few clouds,2023-03-18,12,0.0,0.0,0.251
1679144400,local,291.49,290.69,291.49,291.49,1019,,,50,4.63,,90,overcast clouds,2023-03-18,13,0.0,0.0,0.255
1679148000,local,291.09,290.19,291.09,291.09,1018,,,48,4.87,,95,overcast clouds,2023-03-18,14,0.0,0.0,0.323
1679151600,local,290.72,289.84,290.72,290.72,1018,,,50,4.95,,97,overcast clouds,2023-03-18,15,0.755,0.0,0.428
1679155200,local,290.51,289.69,290.51,290.51,1018,,,53,4.96,,97,overcast clouds,2023-03-18,16,0.725,0.0,0.474
1679158800,local,290.23,289.46,290.23,290.23,1018,,,56,5.85,,96,overcast clouds,2023-03-18,17,0.263,0.0,0.203
1679162400,local,289.3,288.59,289.3,289.3,1019,,,62,5.52,,95,overcast clouds,2023-03-18,18,0.714,0.0,0.022
1679166000,local,287.93,287.24,287.93,287.93,1020,,,68,4.99,,100,overcast clouds,2023-03-18,19,1.288,0.0,0.0
1679169600,local,286.7,286.09,286.7,286.7,1021,,,76,4.31,,91,overcast clouds,2023-03-18,20,0.739,0.0,0.0
1679173200,local,284.3,283.77,284.3,284.3,1021,,,88,3.45,,65,broken clouds,2023-03-18,21,0.512,0.0,0.0
1679176800,local,283.35,282.8,283.35,283.35,1021,,,91,3.09,,49,scattered clouds,2023-03-18,22,0.0,1.377,0.0
1679180400,local,282.75,281.1,282.75,282.75,1022,,,92,3.14,,40,scattered clouds,2023-03-18,23,0.0,1.483,0.0
1679184000,local,282.32,280.64,282.32,282.32,1022,,,93,3.04,,34,scattered clouds,2023-03-19,0,0.0,0.641,0.0
1679187600,local,282.03,280.13,282.03,282.03,1022,,,94,3.32,,7,clear sky,2023-03-19,1,0.0,0.38,0.0
1679191200,local,281.74,279.76,281.74,281.74,1021,,,95,3.35,,10,clear sky,2023-03-19,2,0.0,0.317,0.0
1679194800,local,281.33,279.42,281.33,281.33,1021,,,95,3.09,,11,few clouds,2023-03-19,3,0.0,0.362,0.0
1679198400,local,280.98,279.19,280.98,280.98,1021,,,95,2.79,,11,few clouds,2023-03-19,4,0.0,0.305,0.0
1679202000,local,280.65,278.65,280.65,280.65,1021,,,95,3.01,,11,few clouds,2023-03-19,5,0.0,0.302,0.0
1679205600,local,280.32,278.28,280.32,280.32,1021,,,95,2.98,,11,few clouds,2023-03-19,6,0.0,0.344,0.0
1679209200,local,280.36,278.56,280.36,280.36,1021,,,95,2.65,,29,scattered clouds,2023-03-19,7,0.0,0.297,0.069
1679212800,local,283.27,282.56,283.27,283.27,1022,,,85,2.6,,21,few clouds,2023-03-19,8,0.056,0.0,0.241
1679216400,local,286.4,285.66,286.4,286.4,1022,,,72,3.36,,18,few clouds,2023-03-19,9,0.29,0.0,0.488
1679220000,local,289.28,288.52,289.28,289.28,1022,,,60,4.04,,15,few clouds,2023-03-19,10,0.039,0.0,0.6
1679223600,local,291.53,290.76,291.53,291.53,1021,,,51,3.96,,13,few clouds,2023-03-19,11,0.904,0.0,0.952
1679227200,local,293.18,292.41,293.18,293.18,1021,,,45,4.06,,12,few clouds,2023-03-19,12,0.282,0.0,0.862
1679230800,local,294.16,293.39,294.16,294.16,1020,,,41,3.71,,5,clear sky,2023-03-19,13,0.141,0.0,0.775
1679234400,local,294.86,294.08,294.86,294.86,1019,,,38,3.24,,10,clear sky,2023-03-19,14,0.0,0.0,0.434
1679238000,local,295.25,294.48,295.25,295.25,1019,,,37,2.69,,21,few clouds,2023-03-19,15,0.357,0.0,0.644
1679241600,local,295.26,294.49,295.26,295.26,1018,,,37,2.37,,30,scattered clouds,2023-03-19,16,0.584,0.0,0.399
1679245200,local,294.76,294.02,294.76,294.76,1019,,,40,2.44,,35,scattered clouds,2023-03-19,17,1.051,0.0,0.109
1679248800,local,292.16,291.47,292.16,292.16,1019,,,52,2.59,,41,scattered clouds,2023-03-19,18,0.551,0.0,0.006
1679252400,local,288.7,287.88,288.7,288.7,1020,,,60,2.66,,13,few clouds,2023-03-19,19,1.019,0.0,0.0
1679256000,local,287.2,286.38,287.2,287.2,1021,,,66,2.78,,28,scattered clouds,2023-03-19,20,0.523,0.0,0.0
1679259600,local,286.17,285.33,286.17,286.17,1021,,,69,2.38,,28,scattered clouds,2023-03-19,21,1.073,0.0,0.0
1679263200,local,285.3,284.48,285.3,285.3,1021,,,73,1.55,,23,few clouds,2023-03-19,22,0.0,0.985,0.0
1679266800,local,284.54,283.72,284.54,284.54,1021,,,76,0.35,,20,few clouds,2023-03-19,23,0.0,0.518,0.0
1679270400,local,284.22,283.39,284.22,284.22,1021,,,77,0.52,,21,few clouds,2023-03-20,0,0.0,0.531,0.0
1679274000,local,283.95,283.15,283.95,283.95,1021,,,79,0.56,,5,clear sky,2023-03-20,1,0.0,0.488,0.0
1679277600,local,283.81,282.97,283.81,283.81,1021,,,78,0.8,,4,clear sky,2023-03-20,2,0.0,0.324,0.0
1679281200,local,283.62,282.79,283.62,283.62,1021,,,79,1.75,,5,clear sky,2023-03-20,3,0.0,0.311,0.0
1679284800,local,283.37,282.51,283.37,283.37,1021,,,79,1.66,,5,clear sky,2023-03-20,4,0.0,0.284,0.0
1679288400,local,283.11,282.64,283.11,283.11,1021,,,79,1.61,,5,clear sky,2023-03-20,5,0.0,0.294,0.0
1679292000,local,282.72,282.42,282.72,282.72,1021,,,81,1.4,,6,clear sky,2023-03-20,6,0.0,0.297,0.001
1679295600,local,283.21,282.39,283.21,283.21,1022,,,81,1.39,,23,few clouds,2023-03-20,7,0.0,1.112,0.178
1679299200,local,286.34,285.59,286.34,286.34,1022,,,72,1.13,,59,broken clouds,2023-03-20,8,0.0,0.0,0.26
1679302800,local,289.17,288.45,289.17,289.17,1022,,,62,1.83,,64,broken clouds,2023-03-20,9,0.0,0.0,0.232
1679306400,local,291.32,290.52,291.32,291.32,1022,,,51,1.82,,90,overcast clouds,2023-03-20,10,0.0,0.0,0.233
1679310000,local,293.18,292.39,293.18,293.18,1022,,,44,1.77,,88,overcast clouds,2023-03-20,11,0.288,0.0,0.46
1679313600,local,294.89,294.14,294.89,294.89,1021,,,39,0.87,,81,broken clouds,2023-03-20,12,0.378,0.0,0.492
1679317200,local,295.97,295.22,295.97,295.97,1021,,,35,0.89,,24,few clouds,2023-03-20,13,0.0,0.0,0.24
1679320800,local,296.44,295.69,296.44,296.44,1020,,,33,0.82,,30,scattered clouds,2023-03-20,14,0.0,0.0,0.237
1679324400,local,296.47,295.69,296.47,296.47,1019,,,32,1.61,,40,scattered clouds,2023-03-20,15,0.0,0.0,0.236
1679328000,local,296.34,295.55,296.34,296.34,1018,,,32,2.18,,48,scattered clouds,2023-03-20,16,0.0,0.0,0.229
1679331600,local,295.84,295.05,295.84,295.84,1018,,,34,2.52,,43,scattered clouds,2023-03-20,17,0.144,0.0,0.099
1679335200,local,293.08,292.36,293.08,293.08,1019,,,47,2.6,,56,broken clouds,2023-03-20,18,1.223,0.0,0.002
1679338800,local,288.86,288.03,288.86,288.86,1020,,,59,3.6,,34,scattered clouds,2023-03-20,19,0.502,0.0,0.0
1679342400,local,287.03,286.25,287.03,287.03,1020,,,68,3.05,,54,broken clouds,2023-03-20,20,0.712,0.0,0.0
1679346000,local,286.1,285.3,286.1,286.1,1021,,,71,2.98,,69,broken clouds,2023-03-20,21,1.75,0.0,0.0
1679349600,local,285.32,284.5,285.32,285.32,1021,,,73,2.68,,77,broken clouds,2023-03-20,22,0.0,0.637,0.0
1679353200,local,284.72,283.92,284.72,284.72,1021,,,76,2.66,,81,broken clouds,2023-03-20,23,0.0,0.484,0.0
1679356800,local,284.63,283.92,284.63,284.63,1020,,,80,2.62,,87,overcast clouds,2023-03-21,0,0.0,0.531,0.0
1679360400,local,284.48,283.81,284.48,284.48,1020,,,82,2.74,,100,overcast clouds,2023-03-21,1,0.0,0.521,0.0
1679364000,local,284.34,283.66,284.34,284.34,1019,,,82,2.87,,100,overcast clouds,2023-03-21,2,0.0,0.539,0.0
1679367600,local,284.27,283.58,284.27,284.27,1019,,,82,3.03,,100,overcast clouds,2023-03-21,3,0.0,0.248,0.0
1679371200,local,283.97,283.27,283.97,283.97,1019,,,83,3.3,,100,overcast clouds,2023-03-21,4,0.0,0.243,0.0
1679374800,local,283.72,283.0,283.72,283.72,1019,,,83,3.51,,100,overcast clouds,2023-03-21,5,0.0,0.242,0.0
1679378400,local,283.41,282.66,283.41,283.41,1019,,,83,3.23,,100,overcast clouds,2023-03-21,6,0.0,0.244,0.0
1679382000,local,283.45,282.68,283.45,283.45,1019,,,82,2.8,,100,overcast clouds,2023-03-21,7,0.0,1.468,0.114
1679385600,local,285.66,284.85,285.66,285.66,1019,,,72,2.2,,100,overcast clouds,2023-03-21,8,0.037,0.0,0.247
1679389200,local,288.4,287.57,288.4,288.4,1019,,,61,2.16,,100,overcast clouds,2023-03-21,9,0.738,0.0,0.442
1679392800,local,291.05,290.2,291.05,291.05,1019,,,50,3.29,,97,overcast clouds,2023-03-21,10,0.0,0.0,0.425
1679396400,local,292.96,292.12,292.96,292.96,1019,,,43,2.64,,83,broken clouds,2023-03-21,11,0.0,0.0,0.25
1679400000,local,294.58,293.77,294.58,294.58,1019,,,38,2.17,,70,broken clouds,2023-03-21,12,0.0,0.0,0.246
1679403600,local,295.75,294.98,295.75,295.75,1018,,,35,2.35,,6,clear sky,2023-03-21,13,0.0,0.0,0.241
1679407200,local,296.47,295.69,296.47,296.47,1017,,,32,2.84,,6,clear sky,2023-03-21,14,0.0,0.0,0.245
1679410800,local,297.03,296.31,297.03,297.03,1017,,,32,3.08,,28,scattered clouds,2023-03-21,15,0.0,0.0,0.247
1679414400,local,296.69,295.94,296.69,296.69,1016,,,32,3.98,,22,few clouds,2023-03-21,16,0.0,0.0,0.243
1679418000,local,295.66,294.88,295.66,295.66,1016,,,35,4.25,,18,few clouds,2023-03-21,17,0.154,0.0,0.104
1679421600,local,292.63,291.81,292.63,292.63,1016,,,45,3.84,,15,few clouds,2023-03-21,18,1.368,0.0,0.005
1679425200,local,289.53,288.5,289.53,289.53,1017,,,49,3.78,,0,clear sky,2023-03-21,19,2.282,0.0,0.0
1679428800,local,288.14,287.29,288.14,288.14,1018,,,61,3.67,,0,clear sky,2023-03-21,20,0.571,0.0,0.0
1679432400,local,286.69,286.14,286.69,286.69,1019,,,78,3.76,,0,clear sky,2023-03-21,21,0.617,0.0,0.0
1679436000,local,285.62,285.25,285.62,285.62,1019,,,89,3.05,,0,clear sky,2023-03-21,22,0.0,1.269,0.0
1679439600,local,285.06,284.68,285.06,285.06,1019,,,91,3.04,,0,clear sky,2023-03-21,23,0.0,0.599,0.0
1679443200,local,284.35,283.88,284.35,284.35,1018,,,90,3.04,,0,clear sky,2023-03-22,0,0.0,0.59,0.0
1679446800,local,283.66,283.12,283.66,283.66,1018,,,90,2.66,,0,clear sky,2023-03-22,1,0.0,0.527,0.0
1679450400,local,283.34,282.74,283.34,283.34,1017,,,89,2.29,,0,clear sky,2023-03-22,2,0.0,0.523,0.0
1679454000,local,282.86,281.78,282.86,282.86,1017,,,90,2.29,,0,clear sky,2023-03-22,3,0.0,0.356,0.0
1679457600,local,282.64,281.52,282.64,282.64,1017,,,90,2.29,,0,clear sky,2023-03-22,4,0.0,0.253,0.0
1679461200,local,282.25,280.56,282.25,282.25,1017,,,91,3.03,,1,clear sky,2023-03-22,5,0.0,0.246,0.0
1679464800,local,281.57,280.22,281.57,281.57,1018,,,91,2.34,,2,clear sky,2023-03-22,6,0.0,0.25,0.0
1679468400,local,281.94,280.73,281.94,281.94,1018,,,88,2.25,,42,scattered clouds,2023-03-22,7,0.0,1.169,0.123
1679472000,local,284.65,283.79,284.65,284.65,1018,,,74,2.91,,24,few clouds,2023-03-22,8,0.061,0.0,0.299
1679475600,local,287.63,286.7,287.63,287.63,1018,,,60,2.98,,17,few clouds,2023-03-22,9,0.0,0.0,0.249
1679479200,local,290.36,289.42,290.36,290.36,1018,,,49,2.56,,14,few clouds,2023-03-22,10,0.0,0.0,0.241
1679482800,local,292.58,291.68,292.58,292.58,1017,,,42,2.67,,17,few clouds,2023-03-22,11,0.012,0.0,0.235
1679486400,local,294.75,293.96,294.75,294.75,1017,,,38,2.45,,9,clear sky,2023-03-22,12,0.0,0.0,0.251
1679490000,local,296.08,295.29,296.08,296.08,1016,,,33,2.65,,6,clear sky,2023-03-22,13,0.0,0.0,0.253
1679493600,local,296.84,296.07,296.84,296.84,1015,,,31,2.97,,6,clear sky,2023-03-22,14,0.0,0.0,0.266
1679497200,local,297.18,296.42,297.18,297.18,1015,,,30,3.3,,6,clear sky,2023-03-22,15,0.0,0.0,0.262
1679500800,local,296.8,296.06,296.8,296.8,1014,,,32,3.69,,19,few clouds,2023-03-22,16,0.062,0.0,0.241
1679504400,local,295.8,295.06,295.8,295.8,1014,,,36,3.97,,34,scattered clouds,2023-03-22,17,0.179,0.0,0.136
1679508000,local,292.99,292.28,292.99,292.99,1015,,,48,3.9,,45,scattered clouds,2023-03-22,18,0.802,0.0,0.017
1679511600,local,288.88,287.94,288.88,288.88,1016,,,55,4.42,,93,overcast clouds,2023-03-22,19,0.727,0.0,0.0
1679515200,local,286.2,285.26,286.2,286.2,1017,,,65,3.88,,66,light rain,2023-03-22,20,0.445,0.0,0.0
1679518800,local,285.09,284.17,285.09,285.09,1018,,,70,3.06,,66,broken clouds,2023-03-22,21,0.565,0.0,0.0
1679522400,local,284.37,283.45,284.37,284.37,1018,,,73,3.06,,74,broken clouds,2023-03-22,22,0.0,1.37,0.0
1679526000,local,283.52,282.68,283.52,283.52,1018,,,79,2.99,,79,broken clouds,2023-03-22,23,0.0,0.315,0.0
1679529600,local,283.11,281.63,283.11,283.11,1017,,,83,2.97,,83,broken clouds,2023-03-23,0,0.0,0.305,0.0
1679533200,local,282.62,281.26,282.62,282.62,1017,,,87,2.63,,83,broken clouds,2023-03-23,1,0.0,0.355,0.0
1679536800,local,282.17,281.01,282.17,282.17,1017,,,88,2.23,,78,broken clouds,2023-03-23,2,0.0,0.398,0.0
1679540400,local,281.99,281.99,281.99,281.99,1016,,,86,1.22,,80,broken clouds,2023-03-23,3,0.0,0.266,0.0
1679544000,local,282.0,281.27,282.0,282.0,1016,,,85,1.71,,81,broken clouds,2023-03-23,4,0.0,0.244,0.0
1679547600,local,281.66,281.02,281.66,281.66,1016,,,85,1.57,,72,broken clouds,2023-03-23,5,0.0,0.238,0.0
1679551200,local,281.39,281.39,281.39,281.39,1016,,,83,0.87,,61,broken clouds,2023-03-23,6,0.0,0.235,0.0
1679554800,local,282.15,282.15,282.15,282.15,1016,,,80,0.52,,0,clear sky,2023-03-23,7,0.0,1.287,0.105
1679558400,local,285.56,284.58,285.56,285.56,1016,,,66,0.38,,1,clear sky,2023-03-23,8,1.04,0.0,0.107
1679562000,local,288.74,287.79,288.74,288.74,1017,,,55,0.84,,2,clear sky,2023-03-23,9,0.059,0.0,0.179
1679565600,local,291.63,290.76,291.63,291.63,1017,,,47,1.0,,3,clear sky,2023-03-23,10,0.054,0.0,0.186
1679569200,local,294.16,293.36,294.16,294.16,1016,,,40,2.51,,8,clear sky,2023-03-23,11,0.054,0.0,0.185
1679572800,local,296.12,295.31,296.12,296.12,1016,,,32,3.0,,16,few clouds,2023-03-23,12,0.054,0.0,0.184
1679576400,local,297.23,296.45,297.23,297.23,1015,,,29,3.44,,42,scattered clouds,2023-03-23,13,0.027,0.0,0.213
1679580000,local,297.49,296.68,297.49,297.49,1015,,,27,4.55,,65,broken clouds,2023-03-23,14,0.064,0.0,0.173
1679583600,local,296.94,296.11,296.94,296.94,1015,,,28,5.23,,77,broken clouds,2023-03-23,15,0.136,0.0,0.095
